web-scraper-order,web-scraper-start-url,mom_value,mom_sign
"1701698397-8427","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","10.59%","changePercentage negative"
"1701698397-8428","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","4.31%","changePercentage positive"
"1701698397-8429","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","10.12%","changePercentage positive"
"1701698397-8430","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","6.29%","changePercentage negative"
"1701698397-8431","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","5.30%","changePercentage negative"
"1701698397-8432","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","20.88%","changePercentage positive"
"1701698397-8433","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","43.72%","changePercentage negative"
"1701698397-8434","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","> 5,000%","changePercentage positive"
"1701698397-8435","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.30%","changePercentage negative"
"1701698397-8436","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","30.06%","changePercentage positive"
"1701698397-8437","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.77%","changePercentage negative"
"1701698397-8438","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","13.49%","changePercentage positive"
"1701698397-8439","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","103.05%","changePercentage positive"
"1701698397-8440","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","10.72%","changePercentage positive"
"1701698397-8441","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","7.36%","changePercentage positive"
"1701698397-8442","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","5.59%","changePercentage positive"
"1701698397-8443","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","4.95%","changePercentage positive"
"1701698397-8444","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","11.87%","changePercentage negative"
"1701698397-8445","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","4.60%","changePercentage positive"
"1701698397-8446","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","19.09%","changePercentage positive"
"1701698397-8447","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","23.76%","changePercentage positive"
"1701698397-8448","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","3.21%","changePercentage positive"
"1701698397-8449","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","18.55%","changePercentage positive"
"1701698397-8450","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","68.51%","changePercentage positive"
"1701698397-8451","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","14.43%","changePercentage positive"
"1701698397-8452","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","13.20%","changePercentage positive"
"1701698397-8453","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.16%","changePercentage negative"
"1701698397-8454","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","13.85%","changePercentage positive"
"1701698397-8455","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","9.62%","changePercentage positive"
"1701698397-8456","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","7.18%","changePercentage negative"
"1701698397-8457","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","15.79%","changePercentage negative"
"1701698397-8458","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","173.71%","changePercentage positive"
"1701698397-8459","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","13.26%","changePercentage negative"
"1701698397-8460","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","2.77%","changePercentage negative"
"1701698397-8461","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","23.65%","changePercentage positive"
"1701698397-8462","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","7.14%","changePercentage positive"
"1701698397-8463","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","25.21%","changePercentage positive"
"1701698397-8464","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.24%","changePercentage negative"
"1701698397-8465","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","5.03%","changePercentage positive"
"1701698397-8466","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.96%","changePercentage negative"
"1701698397-8467","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","175.69%","changePercentage positive"
"1701698397-8468","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.56%","changePercentage negative"
"1701698397-8469","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","4.35%","changePercentage positive"
"1701698397-8470","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.53%","changePercentage negative"
"1701698397-8471","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","4.22%","changePercentage negative"
"1701698397-8472","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","24.98%","changePercentage positive"
"1701698397-8473","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","3.15%","changePercentage negative"
"1701698397-8474","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","8.64%","changePercentage positive"
"1701698397-8475","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","9.73%","changePercentage positive"
"1701698397-8476","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","2.77%","changePercentage positive"
"1701698397-8477","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","3.56%","changePercentage positive"
"1701698397-8478","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","151.88%","changePercentage positive"
"1701698397-8479","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","10.52%","changePercentage positive"
"1701698397-8480","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","68.07%","changePercentage positive"
"1701698397-8481","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.79%","changePercentage negative"
"1701698397-8482","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.07%","changePercentage positive"
"1701698397-8483","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.16%","changePercentage positive"
"1701698397-8484","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","42.62%","changePercentage positive"
"1701698397-8485","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","34.04%","changePercentage positive"
"1701698397-8486","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","0.85%","changePercentage negative"
"1701698397-8487","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.59%","changePercentage positive"
"1701698397-8488","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","1.70%","changePercentage negative"
"1701698397-8489","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","3.20%","changePercentage positive"
"1701698397-8490","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","6.87%","changePercentage negative"
"1701698397-8491","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","6.83%","changePercentage positive"
"1701698397-8492","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","136.03%","changePercentage positive"
"1701698397-8493","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","81.02%","changePercentage positive"
"1701698397-8494","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","9.99%","changePercentage positive"
"1701698397-8495","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","4.81%","changePercentage positive"
"1701698397-8496","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","14.80%","changePercentage negative"
"1701698397-8497","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","10.43%","changePercentage positive"
"1701698397-8498","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","52.84%","changePercentage positive"
"1701698397-8499","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","18.85%","changePercentage positive"
"1701698397-8500","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","5.25%","changePercentage positive"
"1701698397-8501","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","9.16%","changePercentage positive"
"1701698397-8502","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","7.22%","changePercentage positive"
"1701698397-8503","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","4.34%","changePercentage positive"
"1701698397-8504","https://pro.similarweb.com/?_gl=1*1hfww2o*_ga*MTg0Mzg4MjYxNy4xNzAxMTgyNTg5*_ga_V5DSP51YD0*MTcwMTY5NjY3MC42LjAuMTcwMTY5NjY3OS41MS4wLjA.#/digitalsuite/markets/webmarketanalysis/mapping/All/999/3m?webSource=Total","11.51%","changePercentage positive"
